,title,jobFunction,industry
1386,Key Accounts Manager,"['Customer Service/Support', 'Sales/Retail']",['Information Technology Services']
5941,Senior Software Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Manufacturing']
3067,English Teacher - ABC Nursery,['Education/Teaching'],['Education']
9856,Accounts Payable Accountant,['Accounting/Finance'],"['Business Services - Other', 'Real Estate/Property Management', 'Marketing and Advertising']"
3629,Senior Compensation and Benefits Specialist,['Human Resources'],['Education']
10289,Back End Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
9740,Front End Developer (UI/UX) - Alexandria,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Creative/Design/Art']","['Pharmaceuticals', 'Marketing and Advertising', 'Healthcare and Medical Services']"
3028,Duty Manager,"['Operations/Management', 'Medical/Healthcare']",['Healthcare and Medical Services']
2969,IT Engineer,"['Installation/Maintenance/Repair', 'IT/Software Development']","['Computer Software', 'Animation', 'Computer Hardware']"
8646,Quality Control Engineer,"['Quality', 'Engineering - Other', 'Engineering - Mechanical/Electrical']",['Manufacturing']
6136,Product Act. & Promo Specialist - Dokki /Agouza - Sales,['Sales/Retail'],"['Information Technology Services', 'Healthcare and Medical Services']"
8801,ERP Project Manager,"['IT/Software Development', 'Project/Program Management']",['Computer Software']
4263,UI/UX Designer Intern - Alexandria,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
645,Secretary,['Administration'],['Engineering Services']
10501,Chef Engineer,"['Engineering - Other', 'Installation/Maintenance/Repair', 'Operations/Management']",['Healthcare and Medical Services']
2074,Business Development Executive,['Business Development'],['Marketing and Advertising']
341,Art Teacher,"['Creative/Design/Art', 'Education/Teaching']","['Fine Art', 'Education', 'Arts and Crafts']"
8041,Business Development Manager-Offline/Printing,"['Marketing/PR/Advertising', 'Business Development', 'Sales/Retail']","['Publishing and Printing', 'Marketing and Advertising']"
1622,Android Mobile Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer Networking']"
7141,Foundation Stage Homeroom Teacher (Native Speaker Of English),['Education/Teaching'],['Education']
5796,Fire Fighting Engineer - Damietta,['nan'],"['Construction - Residential & Commercial/Office', 'Real Estate/Property Management']"
7184,Web Designer,['Creative/Design/Art'],['Information Technology Services']
8232,Art Teacher - Nasr City,"['Education/Teaching', 'Creative/Design/Art']","['Education', 'Fine Art']"
5475,Implementation Specialist in Indonesia | ScaleUP - GE/A.A,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
10066,Senior Accountant,['Accounting/Finance'],['Information Technology Services']
74,IT Help Desk Specialist,"['IT/Software Development', 'Installation/Maintenance/Repair']",['Information Technology Services']
10754,System Admin,"['Installation/Maintenance/Repair', 'IT/Software Development']",['Healthcare and Medical Services']
8633,Photographer & Videographer - Saudi Arabia,['Creative/Design/Art'],['Marketing and Advertising']
10042,Receptionist,['Administration'],"['Computer Software', 'Computer Networking', 'Telecommunications']"
2051,Cisco Commercial Associate,"['Sales/Retail', 'IT/Software Development']",['Information Technology Services']
2541,Real Estate Sales Executive,['Sales/Retail'],['Real Estate/Property Management']
1301,Social Media Moderator,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Internet/E-commerce', 'Broadcasting and Film', 'Marketing and Advertising']"
5877,Business Development Executive,"['Business Development', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Online Media', 'Healthcare and Medical Services']"
7368,OD & Training Specialist,['Human Resources'],['Manufacturing']
1304,Accountant,['Accounting/Finance'],['Engineering Services']
8428,Oracle Instructor,"['IT/Software Development', 'Training/Instructor']","['Computer Software', 'Computer Networking']"
9893,Senior Digital Marketing Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
2599,Network Engineer - Port Said,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Information Technology Services']
2573,Back-End Developer In Brazil - GE,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Engineering Services']"
3186,SAP Project Manager,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
2768,Integration Developer (Java Integration),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Telecommunications', 'Banking']"
4831,Senior Product Designer,['Creative/Design/Art'],"['Internet/E-commerce', 'Entertainment', 'Marketing and Advertising']"
4223,Senior Digital Media Strategist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Information Technology Services']
10497,Software Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
2106,Executive Secretary - Alexandria,['Administration'],['Marketing and Advertising']
2679,Business Development Specialist,['Business Development'],"['Marketing and Advertising', 'Computer Software']"
1387,Back End Developer - PHP / Laravel,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Telecommunications']"
10708,Senior Customer Service - Alexandria,['Customer Service/Support'],['Education']
10507,Senior Mechanical Design Engineer,"['Engineering - Mechanical/Electrical', 'Creative/Design/Art']","['Engineering Services', 'Manufacturing']"
7083,Full Stack Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1279,Call Center Representative,['Customer Service/Support'],"['Information Technology Services', 'Marketing and Advertising', 'Telecommunications']"
804,Software Team Lead,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Games', 'Computer Software']"
1555,Senior iOS Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
10320,Senior Mean Stack Node.js & Angular Developer (R&D),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
4566,Data Entry Specialist,['Administration'],['Computer Software']
10517,RPA/Robotics Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
4841,WordPress Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Graphic Design', 'Internet/E-commerce', 'Computer Software']"
3594,Telesales Software Executive,"['Sales/Retail', 'Customer Service/Support']","['Internet/E-commerce', 'Computer Software']"
6035,Company representative - Exhibitions & Events(usher),"['Marketing/PR/Advertising', 'Customer Service/Support', 'Sales/Retail']","['Graphic Design', 'Internet/E-commerce', 'Marketing and Advertising']"
6852,Digital Marketing Supervisor,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Online Media', 'Healthcare and Medical Services']"
8705,Social Media Specialist,"['Media/Journalism/Publishing', 'Project/Program Management', 'Marketing/PR/Advertising']","['Graphic Design', 'Online Media', 'Marketing and Advertising']"
4177,Application & Software Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Apparel and Fashion', 'Engineering Services', 'Information Technology Services']"
1308,Account Manager,['Marketing/PR/Advertising'],['Marketing and Advertising']
9106,Recruitment Specialist,['Human Resources'],"['Human Resources', 'Education']"
3452,Category Manager,['Marketing/PR/Advertising'],"['Information Technology Services', 'Marketing and Advertising']"
3695,Marketing Specialist - Educational,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['E-Learning', 'Education', 'Marketing and Advertising']"
4242,Software Quality Control Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Quality']","['Information Technology Services', 'E-Learning', 'Internet/E-commerce']"
2198,Motion Graphics Designer,"['Marketing/PR/Advertising', 'Creative/Design/Art']","['Information Technology Services', 'Marketing and Advertising', 'Computer Software']"
8966,Call Center Agent,['Sales/Retail'],['Marketing and Advertising']
4425,MBA Instructor,['Training/Instructor'],['Education']
6150,Full Stack Developer (WordPress/Woocommerce) - KSA,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
943,.Net Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
822,Project-Based English Instructor WFP at the ASU (Graduates only),"['Education/Teaching', 'Training/Instructor']",['Education']
5005,Technical Security Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer Networking']"
6612,IT System Developer,"['Installation/Maintenance/Repair', 'IT/Software Development']","['Computer and Network Security', 'Computer Software']"
8356,Senior Front End VueJS Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
5619,.Net Core -Entity Framework / Angular Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
4547,Quality Control Engineer,"['Engineering - Construction/Civil/Architecture', 'Quality']",['Construction - Residential & Commercial/Office']
2538,.Net Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
9503,Senior Financial Supply Chain Management (FSCM) Consultant,['Accounting/Finance'],['Information Technology Services']
5207,Architecture / Interior Finishing Site Engineer,"['Creative/Design/Art', 'Engineering - Construction/Civil/Architecture']","['Engineering Services', 'Architectural and Design Services', 'Construction - Residential & Commercial/Office']"
10350,Senior Property Consultant - Real Estate,['Sales/Retail'],['Real Estate/Property Management']
9804,Arabic KG Teacher - مُدرسة لغة عربية رياض أطفال,['Education/Teaching'],['Education']
